position,title,place_id,data_id,data_cid,provider_id,rating,reviews,type,types,type_id,address,latitude,longitude,phone,website,hours,open_state,operating_hours_detailed,price,price_level,accessibility,payment_methods,service_options,amenities,user_review_highlight,thumbnail,serpapi_thumbnail,reviews_link,photos_link,place_id_search,cidade_oficial,categoria_governo,data_extracao_oficial,auditoria_governo
11,D'Lourdes,ChIJS3cL7uGdmAARHnFRiSW6T_4,0x989de1ee0b774b:0xfe4fba258951711e,18325070079174209822,/g/11j03cgr05,5,1,Loja de presentes,Loja de presentes,novelty_store,"R. Srg. Cunha, 630 - Bandeirantes, Juiz de Fora - MG, 36047-080, Brasil",-21.7225315,-43.3551666,,,Fechado ⋅ Abre ter. às 09:30,Fechado ⋅ Abre ter. às 09:30,segunda-feira: 09:30–19:00; terça-feira: 09:30–19:30; quarta-feira: 09:30–20:00; quinta-feira: 09:30–20:00; sexta-feira: 09:30–19:30; sábado: 09:30–19:30; domingo: 09:30–13:00,,,"Assento com acessibilidade para pessoas em cadeira de rodas, Entrada com acessibilidade para pessoas em cadeira de rodas, Estacionamento com acessibilidade para pessoas em cadeira de rodas","Cartão de crédito, Cartão de débito, Pagamentos por dispositivo móvel via NFC","Entrega, Retirada na loja, Compras na loja",,,https://lh3.googleusercontent.com/p/AF1QipO9r7y4hGAFeT1u2eGJg9eKjgYGaPKvKyZDyGGa=w163-h92-k-no,https://serpapi.com/images/url/mSpTgXicuxmXUVJSUGylr5-TYayXnp-fnpNaWpxalJyfV5KaV6KXnJ-rX6Dv6GYYmFngb1lkXmmS4e7olhpiWGqU6u6VbpnqnZUe6Z4Y4F3mXRnlUununmhbbmhmrJthaaSbrZuXDwCc5iEU,https://serpapi.com/search.json?data_id=0x989de1ee0b774b%3A0xfe4fba258951711e&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0x989de1ee0b774b%3A0xfe4fba258951711e&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJS3cL7uGdmAARHnFRiSW6T_4,"Coronel Pacheco, MG",lojas_presentes,2025-07-28T19:25:52.506234,COMPLETA
12,Imaginarium - Shopping Juiz de Fora,ChIJS59PeDGbmAARodDRC32lLEI,0x989b31784f9f4b:0x422ca57d0bd1d0a1,4768368061966307489,/g/11tsjz0yqg,5,2,Loja de presentes,Loja de presentes,novelty_store,"Av. Brasil, 6345 - Loja 1103 - Mariano Procópio, Juiz de Fora - MG, 36080-060, Brasil",-21.7392088,-43.371434,+55 32 99981-1300,https://www.instagram.com/imaginarium_shoppingjuizdefora/,Aberto ⋅ Fecha às 22:00,Aberto ⋅ Fecha às 22:00,segunda-feira: 10:00–22:00; terça-feira: 10:00–22:00; quarta-feira: 10:00–22:00; quinta-feira: 10:00–22:00; sexta-feira: 10:00–22:00; sábado: 10:00–22:00; domingo: 13:00–21:00,,,"Assento com acessibilidade para pessoas em cadeira de rodas, Banheiro com acessibilidade para pessoas em cadeira de rodas, Entrada com acessibilidade para pessoas em cadeira de rodas, Estacionamento com acessibilidade para pessoas em cadeira de rodas","Cartão de crédito, Cartão de débito, Pagamentos por dispositivo móvel via NFC","Entrega, Retirada na loja, Compras na loja",,,https://lh3.googleusercontent.com/p/AF1QipO_kUstL26fh4g8gJYWvBYMGl9wJ7qFWXKKxmPm=w80-h106-k-no,https://serpapi.com/images/url/WrXnFXicuxmXUVJSUGylr5-TYayXnp-fnpNaWpxalJyfV5KaV6KXnJ-rX6Dv6GYYmFngH58dWlziY2SWlmGSbpHuFRle5hTp655jWe5lXugWHuHtXZEbkGtbbmGgm2FoYKabrZuXDwCs1yFh,https://serpapi.com/search.json?data_id=0x989b31784f9f4b%3A0x422ca57d0bd1d0a1&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0x989b31784f9f4b%3A0x422ca57d0bd1d0a1&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJS59PeDGbmAARodDRC32lLEI,"Coronel Pacheco, MG",lojas_presentes,2025-07-28T19:25:52.506234,COMPLETA
13,"R & R Stehling Armarinho, Papelaria, Presentes",ChIJ5fYqsWCdmAARdtSUFyiANrE,0x989d60b12af6e5:0xb13680281794d476,12769534703138296950,/g/11h1mdgtv4,4.5,2,Loja de presentes,Loja de presentes,novelty_store,"Grama, Juiz de Fora - MG, 36047-362, Brasil",-21.6908176,-43.3496725,,,Fecha em breve ⋅ 19:30 ⋅ Abre ter. às 08:00,Fecha em breve ⋅ 19:30 ⋅ Abre ter. às 08:00,segunda-feira: 08:00–19:30; terça-feira: 08:00–19:30; quarta-feira: 08:00–19:30; quinta-feira: 08:00–19:30; sexta-feira: 08:00–19:30; sábado: 08:00–19:30; domingo: 08:00–13:00,,,,"Cartão de crédito, Cartão de débito, Pagamentos por dispositivo móvel via NFC",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Xe_EbVok-GTbI3BheW9gyg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=173.27736&pitch=0&thumbfov=100,https://serpapi.com/images/url/z05YH3icHc1RCsIgGADg2_g2dRu0FkgwiOg9qreh7k9_clOmzXabrtVtii7wfZ-3TSnEHWMxzQBpQcgBX-BiESQ13hsHMmCk2o9sKVmyz1FNEt0-yMnjIG7QH9TFP4rjWZ3qzsK1NashWvXaIUxJRJCzttTknzj7gZoQSRZbTqxoK7LKLMqmplXT1BsSMGkrOPkvd7-IkvMvePQ5iw,https://serpapi.com/search.json?data_id=0x989d60b12af6e5%3A0xb13680281794d476&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0x989d60b12af6e5%3A0xb13680281794d476&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJ5fYqsWCdmAARdtSUFyiANrE,"Coronel Pacheco, MG",lojas_presentes,2025-07-28T19:25:52.506234,COMPLETA
14,Windsor Presentes LTDA,ChIJxTE5YJ-cmAARle5Vu1KzoCA,0x989c9f603931c5:0x20a0b352bb55ee95,2351076173399060117,/g/1v_zb304,5,1,Loja de Presentes,Loja de Presentes,gift_shop,"R. Mr. Moore, 135 - Centro, Juiz de Fora - MG, 36013-180, Brasil",-21.7595487,-43.349277699999995,+55 32 3215-8666,,Fechado ⋅ Abre ter. às 09:00,Fechado ⋅ Abre ter. às 09:00,segunda-feira: 09:00–18:00; terça-feira: 09:00–18:00; quarta-feira: 09:00–18:00; quinta-feira: 09:00–18:00; sexta-feira: 09:00–18:00; sábado: 09:00–13:00; domingo: Fechado,,,Entrada com acessibilidade para pessoas em cadeira de rodas,"Cartão de crédito, Cartão de débito",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xOOuTJrGdNra6VaaG4MxUQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=128.11852&pitch=0&thumbfov=100,https://serpapi.com/images/url/LeeQDXicHc3dCsIgGADQt_Euf0bFCqTLQVAjqG7jm_tSwU1RN9fb9Fq9TdELnPN5m5xD2jOWckTMs8US7IIurQJQ7b12CMEmqvzAZsGymYZuBOsOAUZve7m07XQ9xqY_R9jeAZr1abldiOoeylkcs0wIURmqy0-Mvqc6JFJkzYmRu4q8oEhR1VSIelORYLMykpP_8vSzFJx_AYSvOZ8,https://serpapi.com/search.json?data_id=0x989c9f603931c5%3A0x20a0b352bb55ee95&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0x989c9f603931c5%3A0x20a0b352bb55ee95&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJxTE5YJ-cmAARle5Vu1KzoCA,"Coronel Pacheco, MG",lojas_presentes,2025-07-28T19:25:52.506234,COMPLETA
15,RI HAPPY JARDIM NORTE,ChIJwZzJcmGcmAARP58koRpaYaY,0x989c6172c99cc1:0xa6615a1aa1249f3f,11988962753456152383,/g/11c6w006jj,4.4,870,Loja de Brinquedos,Loja de Brinquedos,toy_store,"Salão 2001, Av. Brasil, 6345 - Mariano Procópio, Juiz de Fora - MG, 36080-060, Brasil",-21.7399503,-43.3712988,+55 11 99193-9230,http://www.rihappy.com.br/,Aberto ⋅ Fecha às 22:00,Aberto ⋅ Fecha às 22:00,segunda-feira: 10:00–22:00; terça-feira: 10:00–22:00; quarta-feira: 10:00–22:00; quinta-feira: 10:00–22:00; sexta-feira: 10:00–22:00; sábado: 10:00–22:00; domingo: 12:00–21:00,,,"Entrada com acessibilidade para pessoas em cadeira de rodas, Estacionamento com acessibilidade para pessoas em cadeira de rodas","Cartão de crédito, Cartão de débito, Pagamentos por dispositivo móvel via NFC","Entrega, Retirada na loja, Compras na loja",,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npBoeXZ92bbVnwFbahaPYE3agcZ_ZNpTiLOx_XTThV8hP-V-saKuUmX8uJUoC9iti9DOG40ufHyLrBPCJKCrVZ1qdwKraYBNQVT29Z_N1SsJaPCBGubhGgPA_h3hfR_yG5hI4kV=w163-h92-k-no,https://serpapi.com/images/url/ZfmaUnicBcHdboIwGADQJ6qMny3WxAvpNjYwWB002JumMOxH1JbRNugD-hC-zc55PsC50a6C4ALxQhmjLr23_dQZ7XrtFp25Bmq0qLPIBhuCIdFjavqG46htmZ4_WwmSHj9iqToueDlWw3Z3E01VAVsCRQxZWfj62ix9XhuCBzfg912WvPjT1307pZTkBZkYD_9-52KSx7TcsyrCXJThj80lJWnmW8gU3QiI4XQQ9-wVvpMzW8_hW4wAR-iMtPkH6_ZEbw,https://serpapi.com/search.json?data_id=0x989c6172c99cc1%3A0xa6615a1aa1249f3f&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0x989c6172c99cc1%3A0xa6615a1aa1249f3f&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJwZzJcmGcmAARP58koRpaYaY,"Coronel Pacheco, MG",lojas_presentes,2025-07-28T19:25:52.506234,COMPLETA
16,Ateliê da Madu - Cestas e Presentes em Juiz de Fora,ChIJWeBEwBuGOk0RRxwruRDrx2U,0x4d3a861bc044e059:0x65c7eb10b92b1c47,7334088975254756423,/g/11w_yt9q82,5,51,Loja de cestas de presente,"Loja de cestas de presente, Service establishment, Loja de presentes",gift_basket_store,,-21.7290588,-43.382521,+55 32 99108-1500,https://app.agoramenu.com.br/atelie_da_madu,Fechado ⋅ Abre ter. às 09:00,Fechado ⋅ Abre ter. às 09:00,segunda-feira: 09:00–18:00; terça-feira: 09:00–18:00; quarta-feira: 09:00–18:00; quinta-feira: 09:00–18:00; sexta-feira: 09:00–17:00; sábado: 09:00–15:00; domingo: Fechado,,,,"Cartão de crédito, Cartão de débito",Entrega,,,https://lh3.googleusercontent.com/p/AF1QipNun066Z4DoLYhIrvg7iPPMRTwTaE9tnaesirhq=w80-h142-k-no,https://serpapi.com/images/url/aKkjvHicuxmXUVJSUGylr5-TYayXnp-fnpNaWpxalJyfV5KaV6KXnJ-rX6Dv6GYYmFngV5pnYGYWZeKS7xOZ4VlUlm6eGRDgGxRSHpLoalmSl5hanFmUUWhbbmGgm2FoYqSbrZuXDwCwGCHV,https://serpapi.com/search.json?data_id=0x4d3a861bc044e059%3A0x65c7eb10b92b1c47&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0x4d3a861bc044e059%3A0x65c7eb10b92b1c47&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJWeBEwBuGOk0RRxwruRDrx2U,"Coronel Pacheco, MG",lojas_presentes,2025-07-28T19:25:52.506234,COMPLETA
17,Tokko Novidades,ChIJqZcyeRqLogARX2Qc_-NreJM,0xa28b1a793297a9:0x93786be3ff1c645f,10626361947762484319,/g/11fmdlym8n,5,3,Loja de presentes,Loja de presentes,novelty_store,"R. Visc. do Rio Branco, 695, Rio Novo - MG, 36150-000, Brasil",-21.47953,-43.126200999999995,+55 32 99959-3549,https://www.instagram.com/tokkonovidades/,Fechado ⋅ Abre ter. às 08:30,Fechado ⋅ Abre ter. às 08:30,segunda-feira: 08:30–18:30; terça-feira: 08:30–18:30; quarta-feira: 08:30–18:30; quinta-feira: 08:30–18:30; sexta-feira: 08:30–18:30; sábado: 08:30–15:00; domingo: Fechado,,,,"Cartão de crédito, Cartão de débito, Pagamentos por dispositivo móvel via NFC",,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqJKocz_eOwzM3TcxefTKDw9iqftuNM_n4765t03jC-xHP2Xq5sCot6aut6e2GHBd8572N4VVGpi4U2mVytJwhtsiOYiaUXMDW6JmaZTlQPQwm8_diOCaVzf2IrKYeF9kBOzQif5w=w122-h92-k-no,https://serpapi.com/images/url/QUCSrHicBcFLDoIwFADAE1W0fBQTF4oRhSCSIH42hJRCq9CCfaTKBT2Dt3Hm92UAnVoaRsPMSS1l3dBB0ReRAqiACZGtUXcKEYWUsfZcZok-CCUZcxrrMTJT8qZVGm61y_sKhmOUC2vu2DA1Hx5670_42tvKk-AUAzgU-_tNubDn-Ghlmd9x64zb7AOBZqB4fOPF-RptL07QFve0SU6Jbhd5yWOvyMYKH17hje7c5yYeE17ZeqVnGCPmYvREQv4BhfVFqQ,https://serpapi.com/search.json?data_id=0xa28b1a793297a9%3A0x93786be3ff1c645f&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa28b1a793297a9%3A0x93786be3ff1c645f&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJqZcyeRqLogARX2Qc_-NreJM,"Coronel Pacheco, MG",lojas_presentes,2025-07-28T19:25:52.506234,COMPLETA
18,Papelaria e Presentes Planner,ChIJ6YBEOMqdmAARF-1FdwnYUy4,0x989dca384480e9:0x2e53d8097745ed17,3338249283979046167,/g/11stgvrctg,5,20,Papelaria,"Papelaria, Copiadora, Loja de produtos de papelaria, Impressão digital, Serviço de impressão digital, Loja de presentes, Impressões fotográficas, Impressões",stationery_store,"R. Santana, 20 - Loja H - Santa Terezinha, Juiz de Fora - MG, 36047-370, Brasil",-21.7402765,-43.362781899999995,+55 32 99136-8122,,Fechado ⋅ Abre ter. às 09:00,Fechado ⋅ Abre ter. às 09:00,segunda-feira: 09:00–19:00; terça-feira: 09:00–19:00; quarta-feira: 09:00–19:00; quinta-feira: 09:00–19:00; sexta-feira: 09:00–19:00; sábado: 09:00–13:00; domingo: Fechado,,,,"Cartão de crédito, Cartão de débito, Pagamentos por dispositivo móvel via NFC","Entrega, Retirada na loja",,,https://lh3.googleusercontent.com/p/AF1QipPEEakbxodD0EgaJLXmzyYe6dNW1B4EPSn8ibWc=w163-h92-k-no,https://serpapi.com/images/url/NxaGO3icuxmXUVJSUGylr5-TYayXnp-fnpNaWpxalJyfV5KaV6KXnJ-rX6Dv6GYYmFkQ4OqamJ1UkZ_iYuCanujlE5FbVRmZapbiF27oZOIaEJxnkZkUnmxbbmhmrJthaaSbrZuXDwCvAiFV,https://serpapi.com/search.json?data_id=0x989dca384480e9%3A0x2e53d8097745ed17&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0x989dca384480e9%3A0x2e53d8097745ed17&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJ6YBEOMqdmAARF-1FdwnYUy4,"Coronel Pacheco, MG",lojas_presentes,2025-07-28T19:25:52.506234,COMPLETA
19,Lemar Bomboniere & Papelaria,ChIJWVf8L-mdmAAR7PhH_03p5xw,0x989de92ffc5759:0x1ce7e94dff47f8ec,2082889873886804204,/g/11p65wp209,4.5,11,Armarinho,Armarinho,notions_store,"Av. Cel. Vidal, 86 - Mariano Procópio, Juiz de Fora - MG, 36080-080, Brasil",-21.7465393,-43.3638652,+55 32 99116-5083,,Fechado ⋅ Abre ter. às 07:30,Fechado ⋅ Abre ter. às 07:30,segunda-feira: 07:30–19:00; terça-feira: 07:30–19:00; quarta-feira: 07:30–19:00; quinta-feira: 07:30–19:00; sexta-feira: 07:30–19:00; sábado: 08:00–13:00; domingo: Fechado,,,,"Cartão de crédito, Cartão de débito, Pagamentos por dispositivo móvel via NFC",,,"""Excelente atendimento, preço justo e muita variedades de produtos.""",https://lh3.googleusercontent.com/p/AF1QipMC6fR9G1eqkrNNGGQO-zVUNGr6zPju9bgXg0ZF=w157-h92-k-no,https://serpapi.com/images/url/gj-G43icuxmXUVJSUGylr5-TYayXnp-fnpNaWpxalJyfV5KaV6KXnJ-rX6Dv6GYYmFng62yWFmTpbphamF3k5-fuHuivWxUW6udeZFYVkFVqmZQekW4Q5WZbbmhqrpthaaSbrZuXDwCZoCD0,https://serpapi.com/search.json?data_id=0x989de92ffc5759%3A0x1ce7e94dff47f8ec&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0x989de92ffc5759%3A0x1ce7e94dff47f8ec&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJWVf8L-mdmAAR7PhH_03p5xw,"Coronel Pacheco, MG",lojas_presentes,2025-07-28T19:25:52.506234,COMPLETA
20,Geek Vittali,ChIJH4c2UzCdmAARmxd8ROQpyDA,0x989d305336871f:0x30c829e4447c179b,3515105569540937627,/g/11lgk_r6_q,5,1,Loja de presentes,"Loja de presentes, Loja de artigos colecionáveis",novelty_store,"R. Paula Lima, casa 147 - Centro, Juiz de Fora - MG, 36015-160, Brasil",-21.7535936,-43.3538429,+55 32 99970-4926,http://shopee.com.br/geekvittali,Fechado ⋅ Abre ter. às 08:00,Fechado ⋅ Abre ter. às 08:00,segunda-feira: 08:00–18:00; terça-feira: 08:00–18:00; quarta-feira: 08:00–18:00; quinta-feira: 08:00–18:00; sexta-feira: 08:00–18:00; sábado: Fechado; domingo: Fechado,,,,"Cartão de crédito, Cartão de débito, Pagamentos por dispositivo móvel via NFC","Entrega, Retirada na loja, Serviços no local",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Vm78grsFqVps9FoJ-NbALQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=351.92487&pitch=0&thumbfov=100,https://serpapi.com/images/url/TMlnCXicHc3BDcIgFADQbbgVaNW0NSGNlx6MMfHSq6EUgYSWLx-LbuNabqNxgfc-b5sS4J4xTFHrtDqdwT21xwIkNSEYryU4pCrMbC1Zso95XKTzHcgluEkMc92YiP19AGz7cCzO4-F0IWq8Ku_0kgRqGZWlJv_EGCZqAEkWDSdWtBV5ySw2u5K21bapCbikrODkv9zCKkrOv3KKOXA,https://serpapi.com/search.json?data_id=0x989d305336871f%3A0x30c829e4447c179b&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0x989d305336871f%3A0x30c829e4447c179b&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJH4c2UzCdmAARmxd8ROQpyDA,"Coronel Pacheco, MG",lojas_presentes,2025-07-28T19:25:52.506234,COMPLETA
1,Centro de Artesanato Mineiro Ceart,ChIJJ_d8r-iZpgARJxDuUOki2TI,0xa699e8af7cf727:0x32d922e950ee1027,3663998157323112487,/g/1tjtkhz8,4.7,142,Artesanato,Artesanato,handicraft,"Av. Afonso Pena, 1537 - Centro, Belo Horizonte - MG, 30130-004, Brasil",-19.925758,-43.934177999999996,+55 31 3272-9513,http://www.ceartmg.com.br/,Fecha em breve ⋅ 20:00 ⋅ Abre ter. às 09:00,Fecha em breve ⋅ 20:00 ⋅ Abre ter. às 09:00,segunda-feira: 09:00–20:00; terça-feira: 09:00–20:00; quarta-feira: 09:00–20:00; quinta-feira: 09:00–20:00; sexta-feira: 09:00–20:00; sábado: 09:00–14:00; domingo: 08:00–13:00,,,"Entrada com acessibilidade para pessoas em cadeira de rodas, Estacionamento com acessibilidade para pessoas em cadeira de rodas","Cartão de crédito, Cartão de débito, Pagamentos por dispositivo móvel via NFC",,,"""No final levamos uma peça de artesanato, doces e um licor.""",https://lh3.googleusercontent.com/gps-proxy/ALd4DhGH_XXoGoyweji9GZm1ya_fjyW7-gpFzZGhqVD9OUz-bXBXHxmnCdv1ZU6lQ3jM4G2Jf4hfVOvRAX3-DrMQJ0f1cHmqxK6-ztRqmFv7yrLu4LUAZ9ZIv83kcu14qA7dkM1JXnpqNWXC_nANgOHjsJaaAr2xv2CSWmj3xw89Y3mIb5T-m5PLS_fTW4xzSTFvUzmnrW4=w122-h92-k-no,https://serpapi.com/images/url/7_HSQHicBcHbckNAAADQ6UM_Z6PWJqIzfVAGUaIJYuvFiGuxu-63T-3X9Jy_l9dyHNvhneOaUjgUjBVNNg1ZnzA6ZnQ8JIxwRTuAtmfrxslWitRSNyKMmc62Jat-JT0k_BZHebUFIihabQ_1snuokuPv4Ik_sbESqqQzH_qn5iZUNtKhmaMyfzjzXcYCUHv7Zr7lfGKQbv06gX28d0Sbxa23JmT5ciiFl_ks1MnEo04W09rmTUzb7hpgJaLytXCMajDjWO7hOkPFDUglrMtZ-hHI5Xn0ADl-W26UewFad9fTZn8ntA_Qx8JDCEoJghpQ9g-o4Vns,https://serpapi.com/search.json?data_id=0xa699e8af7cf727%3A0x32d922e950ee1027&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa699e8af7cf727%3A0x32d922e950ee1027&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJJ_d8r-iZpgARJxDuUOki2TI,"Coronel Pacheco, MG",lojas_artesanato,2025-07-28T19:25:57.094570,COMPLETA
2,Decolares Arte e Artesanato,ChIJW3Aap-OZpgAR1lpNtDTjzqw,0xa699e3a71a705b:0xaccee334b44d5ad6,12452139835228773078,/g/1tfv1sv6,4.6,255,Loja de materiais para artesanato,Loja de materiais para artesanato,craft_store,"Rua dos Goitacazes, 168 - Centro, Belo Horizonte - MG, 30190-050, Brasil",-19.9229447,-43.93869,+55 31 3568-4417,https://www.decolares.com.br/,Fechado ⋅ Abre ter. às 08:30,Fechado ⋅ Abre ter. às 08:30,segunda-feira: 08:30–18:00; terça-feira: 08:30–18:00; quarta-feira: 08:30–18:00; quinta-feira: 08:30–18:00; sexta-feira: 08:30–18:00; sábado: 09:00–13:00; domingo: Fechado,,,Entrada com acessibilidade para pessoas em cadeira de rodas,"Cartão de crédito, Cartão de débito, Pagamentos por dispositivo móvel via NFC","Entrega, Retirada na loja",,,https://lh3.googleusercontent.com/p/AF1QipNkTvNDfcUbbzTPL6G7sCWnlH7SIBo0SoAWS-30=w80-h142-k-no,https://serpapi.com/images/url/9iBZvHicuxmXUVJSUGylr5-TYayXnp-fnpNaWpxalJyfV5KaV6KXnJ-rX6Dv6GYYmFnglx1S5ueSlhyalFQVEuBj5m5e7Byel-NhHuzplG8QnO8YHqxrbGBbbmGgm2FoYqSbrZuXDwCkHCCr,https://serpapi.com/search.json?data_id=0xa699e3a71a705b%3A0xaccee334b44d5ad6&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa699e3a71a705b%3A0xaccee334b44d5ad6&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJW3Aap-OZpgAR1lpNtDTjzqw,"Coronel Pacheco, MG",lojas_artesanato,2025-07-28T19:25:57.094570,COMPLETA
3,Arte e Artesanato,ChIJ3zHcwR2apgAR6328-kqoLFk,0xa69a1dc1dc31df:0x592ca84afabc7deb,6425695808338558443,/g/1tfb7t0z,4.7,71,Loja de materiais para artesanato,Loja de materiais para artesanato,craft_store,"R. Itajubá, 654 - Floresta, Belo Horizonte - MG, 31015-280, Brasil",-19.910899,-43.929333799999995,+55 31 99450-7121,,Fechado ⋅ Abre ter. às 09:00,Fechado ⋅ Abre ter. às 09:00,segunda-feira: 09:00–17:00; terça-feira: 09:00–17:00; quarta-feira: 09:00–17:00; quinta-feira: 09:00–17:00; sexta-feira: 09:00–17:00; sábado: 09:00–12:00; domingo: Fechado,,,,"Cartão de crédito, Cartão de débito, Pagamentos por dispositivo móvel via NFC",Retirada na loja,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npc8idzg1R-n_QPAihBS-q6wOYdoC1PB3uhcXKm7bxQNlcDjC07Mi6RlcIVRq2_6YPtnSLg1r7BqjQxMdkXnF7dP9Px0jn9_oVaelLyzqlwcTF8M4hoCWu7kzj1JVX0ZO4jYi1xCA=w80-h142-k-no,https://serpapi.com/images/url/uCOEdXicBcFRboIwAADQE1WoEgomfkAXkm0yCxqE_RAtpKXUFmwJjAvuDN7G917_3NrB7B1H8t2Gac1kO5n2SbWyrbIbqh8OGwygBhgnwiH31ECDrlkZzIGqMxJ1PD6D0Z9PVaMxJPFu4rT8fqD7kv1I-iGwi9LOzyX9LPJxW_sVsep8ZPCJ4lFkS9r0pUpQQ0KyuEKFtS5urTz-raOc6SUJUo9rfJ1Qvwr4VZTu78kTVQcXHB3mwAUcelvQA6XfYDZFWw,https://serpapi.com/search.json?data_id=0xa69a1dc1dc31df%3A0x592ca84afabc7deb&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa69a1dc1dc31df%3A0x592ca84afabc7deb&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJ3zHcwR2apgAR6328-kqoLFk,"Coronel Pacheco, MG",lojas_artesanato,2025-07-28T19:25:57.094570,COMPLETA
4,Peças Papel e Tesoura Artesanatos,ChIJoZ4qFVuvNWUR5jdloEIhAbM,0x6535af5b152a9ea1:0xb3012142a06537e6,12898627377808357350,/g/11rs9gt454,5,8,Artesanato,"Artesanato, Organização artística, Service establishment, Organização de eventos e cerimonial, Assessoria e cerimonial de casamentos",handicraft,,-14.4095262,-51.31668,+55 31 99320-0875,https://www.instagram.com/artesanatos.ppta/,Fecha em breve ⋅ 20:00 ⋅ Abre ter. às 09:00,Fecha em breve ⋅ 20:00 ⋅ Abre ter. às 09:00,segunda-feira: 09:00–20:00; terça-feira: 09:00–20:00; quarta-feira: 09:00–20:00; quinta-feira: 09:00–20:00; sexta-feira: 09:00–20:00; sábado: 09:00–14:00; domingo: 09:00–14:00,,,,"Cartão de crédito, Cartão de débito, Pagamentos por dispositivo móvel via NFC",,,"""Super recomendo!""",https://lh3.googleusercontent.com/p/AF1QipOMTeePfRMtAEbtkvWcoxAKD7KlQt-3pUUIl3wm=w80-h106-k-no,https://serpapi.com/images/url/ZUGvyHicuxmXUVJSUGylr5-TYayXnp-fnpNaWpxalJyfV5KaV6KXnJ-rX6Dv6GYYmFng7xuSmhqQFuRb4uiaVJJdFp6cX-Ho7WLunRNYomtcEBrqmWNcnmtbbmGgm2FoYKabrZuXDwC4SyGg,https://serpapi.com/search.json?data_id=0x6535af5b152a9ea1%3A0xb3012142a06537e6&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0x6535af5b152a9ea1%3A0xb3012142a06537e6&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJoZ4qFVuvNWUR5jdloEIhAbM,"Coronel Pacheco, MG",lojas_artesanato,2025-07-28T19:25:57.094570,COMPLETA
